AAPL,MSFT,IBM,INTC,CSCO,CRM,ORCL,XOM,CVX,JPM,GS,AXP,V,JNJ,PFE,MRK,UNH,KO,PG,WMT,WBA,HD,MCD,NKE,DIS,BA,CAT,MMM,HON,VZ
296581186083.6292,244997619899.67456,176728051105.96942,125645543908.035,115371620070.67526,14871383691.708908,64187041453.96235,323437740596.6149,196059438872.94742,157783638265.7964,84499852673.86847,54471455452.0704,64624794489.10484,172519286373.4955,141590731793.38983,108530731708.62512,33790657457.254646,147451310758.4802,198196067565.43033,188665074966.40103,30089281291.75268,54209231382.93232,73648021179.7351,25114673003.4109,61782975143.14097,36182579194.15691,34303154728.727962,55730694628.60843,27361714963.945187,103401564498.93268
300160158645.6207,248620769245.3003,181847353415.37994,126140415126.1169,115147770599.7456,14765040861.184303,64493814290.0893,330521295702.8681,198447105162.60272,156408345060.51233,85140126334.09131,54759471625.133064,65905989470.640396,173459954764.02347,142340066473.4711,106018662642.67583,34246819902.097313,144954317174.2342,197167148948.21396,187557662978.96204,29872177956.788963,54559202324.30098,73632980478.72229,24266850614.79132,61968868612.53486,36119769435.20688,35013876184.7121,54526998419.894806,28105535734.298203,104167652873.89494
298420657271.11725,245757946997.06152,180154234294.81244,125924408320.8048,113960091267.65732,14756304295.231642,63752032493.74716,333515643706.84674,199035331264.3122,155809847224.8412,84856452360.45457,54010506983.34128,66244103611.11866,170661751818.38547,144889653101.8193,106548328168.64656,34070683142.21106,146439214256.87927,197290888213.35556,185455139811.05676,30363127804.244488,53262772842.67286,75212091588.86285,24469434700.75307,63532267774.93759,37357246335.636116,34788577433.42304,54205059428.20144,28321989649.174553,102594949450.58438
296501727661.0503,243054700416.30652,177201342589.00256,124293246721.98386,115592303726.6544,14889823061.374767,63716646873.412384,333000419758.60046,198400720639.70288,151585730533.83636,83589047634.33076,55109052453.28064,67651966748.70264,168952269383.49554,147975441465.63635,104143980270.35692,33872354959.47076,146489762397.39447,195020221464.0169,184230406962.70706,30400615694.059402,53753705821.14271,72986317397.23927,24800067312.422432,65042017542.763954,37223214334.565865,34510601399.42222,53471785762.55135,29072732394.33292,104109528925.78545
294937481682.37744,249045635309.2581,176049279181.93466,123335140516.31725,113902559314.70044,14565650384.669203,63401715760.43139,329984735317.2895,199597877264.05148,154342719695.6847,83536174828.2795,53991622236.64405,66681380900.37253,172959079107.32117,149481149679.88574,107358127143.5489,34818156123.15211,145484610921.33566,196829869722.78387,182631405628.4935,30770525355.784477,54251943146.43044,70001612867.81783,25252087050.498775,64313617702.36079,37147998288.32275,34188275901.47991,54374200764.21456,28914700999.616062,102365147811.981
290607546324.9026,247217465901.5973,177231397335.74826,124828435032.19267,115129536541.74648,14689888888.590311,64048480502.87404,333622374978.71106,202241802046.7152,162233002609.2958,84656184333.47215,54348562649.338455,66011663546.44613,173826980183.52866,152487661798.97757,104872827874.1258,35479163953.3781,144974622210.04312,194766965131.9158,184092111460.09326,30539799495.498093,54534455040.97565,68616484874.175896,25914597105.38198,64888378002.726395,37322948571.75448,34377783468.210205,54396489696.75347,29132560156.42545,101955370665.58478
289487930929.88367,237050782267.4895,180692823422.524,122034097395.43849,118306108455.9698,14662900740.350672,65013573836.05218,338309094927.74396,204585277962.6051,162896521905.6494,83163409733.55768,54165854615.034195,65571044172.784966,173662452355.369,147998104731.57877,104520647391.98186,33957189624.062458,144731941386.44907,194131902939.17267,182767979132.07135,30415701796.192883,54646260996.77779,70261859464.32643,26654110704.589188,65574975279.17065,37471683505.85561,34602510369.13795,56091542640.39042,29357023107.58669,102098932291.64226
296023274543.5316,237301599502.6753,178527608969.24042,122309469802.58691,118754674047.7023,14641421623.795872,65444759240.63437,327667312037.9962,202962586564.935,160786363694.22693,82298761321.8752,54018842068.46025,64432957693.82867,177692802309.509,148892341285.6711,103137693590.35507,33159921081.2878,143954960690.71118,191934133652.11862,181832496544.09793,31336689864.605362,53789643696.86915,70552211252.2785,26811754212.556618,65560870896.842545,36209485985.6701,34603133905.85551,56216023886.867805,29637166817.506687,102485492826.19997
303217121920.5748,226633018262.91486,178024399302.59787,126171980774.29808,120839792218.90277,14403624332.648127,65515574953.01768,321863943199.58545,201686997826.2594,167221470485.86258,83652313981.5388,52380311080.72712,63548764454.98509,177541785050.3498,147559385682.8263,104122120081.15863,32887127897.869823,143629172935.26636,188304914486.26196,181507616702.57095,31531369696.940777,54005472860.16575,69795371853.58661,27574201209.664314,67149733936.89192,36421354146.961,34488676520.99699,57833050896.978935,30204438628.986065,100588023420.35768
310045223445.7654,235783510352.97604,179739658289.08386,124569455901.09746,120200116380.21057,14729649720.519802,66127556463.054276,324521543927.6557,207446519978.69165,164448288785.44455,83625679944.58847,52686765691.79401,63374611881.10323,172936630602.31693,150081314344.7301,102873627454.41005,32634209910.348183,143335046600.28635,186897283588.94455,181717249881.0271,31812292544.952396,54668295549.683716,69698364955.7137,27454726702.520523,67205072623.329895,35985498125.52625,34502109896.103455,56760134524.52423,30927048267.844933,100657855737.62782
306355524580.29675,239593823482.83957,176705291297.17657,122647584612.99834,121030591055.68576,14767758878.493652,66867901561.26375,310381625553.2256,209116504060.6768,163236944067.6446,82226683926.05891,50940807381.28801,62806029071.755196,176745579268.29605,152386099705.62744,106601486184.16849,32709187312.26423,143945357908.79736,180982837084.22424,178912247330.7225,31645859830.899563,53956657854.14251,68798261251.71239,27652927436.19933,69001611765.3305,36210275166.94465,33803909622.26464,54921622827.45743,30914241669.612175,99888080130.56444
306725207706.2627,238491156726.44257,176697762005.05823,124235560066.44177,123002326197.01263,14846012050.996271,66108161291.686455,308180820757.5044,210543400409.82562,167553695320.08826,80793674855.12537,52697139874.4377,62011231601.064964,178217098021.1231,160228268730.69937,103447582505.28871,33076629592.110207,143726158924.98138,182322813132.94034,178259204740.29315,30588411236.895348,53616279817.93323,69592451107.2916,28491059795.323574,69627613823.12602,37463514569.84727,33608129987.14937,54393411695.14477,30973844479.70487,99452060538.76477
312977260815.39056,231174045515.3016,178970198951.12772,125773386347.72067,123566204108.00018,15017972406.91147,65576023187.34405,304779541532.1432,210799278838.5383,165584928901.95984,81393622786.7639,53124434616.57096,62090044926.39134,178679883100.7624,160940411289.9313,103609561877.76001,32959050327.379635,145685602046.52185,183052239285.33722,179828153287.70605,30758778952.73136,53766382533.76211,69422824050.3741,28290439865.09696,69570707754.99245,37970989613.78903,33956463225.957294,54555836379.65788,31028595694.43062,98246739653.6244
309504482252.13025,235025681738.96063,176979288633.75705,125322771106.07683,123479797412.66537,14997527579.461948,66052287072.54032,306682042776.5024,206935824728.44965,167442659069.27127,80974438886.27933,51745157376.45923,63103836739.13091,175538442918.60068,158352511832.9984,104581613438.13168,33042433962.25786,144770947809.93555,179520862865.91306,178866147181.73682,30299316699.054695,53765629695.632416,69001155850.50377,27700989152.758377,69243927158.84297,37622797980.75951,34155820834.216614,54909845963.16669,31425837199.571236,99030536496.52104
302541311029.19574,224076478222.65106,173441316125.63986,123742574296.33464,120183608843.35118,14887628770.242922,66021721644.06618,304738935550.1023,207155166151.02377,165773663886.1046,80266269782.84438,53695694718.46457,63183120225.402306,175700888075.37656,159780928551.14706,106729818182.56396,32982363040.417774,147120400045.2266,178059447174.8106,181582220713.4607,29812765833.454002,53671319829.672485,69654280706.10368,28016364167.187412,68212024561.295494,36551920930.295296,34448825855.41585,54717318027.176865,31183047250.588047,100894052534.7899
300685214232.33685,222363109514.19962,169479713838.17914,121242194287.77164,121793356245.84743,14764111590.1003,66430685861.71836,299449928459.038,204378035336.84656,163317572907.4961,81112539031.07303,53537103155.91918,61999479524.46398,177291957459.3389,159981514973.29202,107681141866.44476,33246118089.40587,145670222643.55768,182291706951.1525,181899400546.06592,29904564960.33175,53942154013.02176,68687140907.06963,29093027405.62933,68276305216.74163,36765764217.96361,34264022580.149357,55787160654.305824,31514290957.702778,101029596365.85307
292169655443.7114,222511057700.25897,169861253502.85678,120034867904.19066,119795790932.54156,14500711229.117025,67445649042.14279,304107503324.2776,204093900725.49612,161742222603.21567,81787993576.50114,53841633610.236496,61717733557.67559,178027565749.1174,160216317844.4286,109335312593.14229,32930530089.1167,146789081083.19406,186158495363.43362,183029305243.49286,30698386262.60448,53908041010.35965,66734179489.05448,28704934528.12236,67513247640.71447,37349661909.64282,34749424696.1941,55865042144.656334,31504967626.427002,103124292338.28052
287858385193.3494,223125403971.932,169337958518.63507,117666597686.91966,115983402528.65965,14752469795.323538,66718125699.93348,303937322270.63855,204841028858.852,158670294912.39447,80952381962.45299,53888701959.243286,61414456815.38477,174690337455.80566,160723685572.41776,108420052738.01674,33125516318.674698,147124341048.6676,189209721138.50897,184229777507.0521,30325075803.01235,54579415954.45834,66563106546.447205,28354250431.414013,66423977548.76342,35791225664.23288,34442675739.60281,56185335524.620445,30899720426.790844,104915210153.77615
276068588027.5337,220250720241.41263,166442471967.6378,119009616819.95145,117333690715.97647,14718744099.50717,65539364394.16351,299289047880.4919,205087696444.34,157284321737.59286,80500570475.18922,53878859119.408516,61161160767.52524,170471645135.32098,154874007226.68228,105731686714.2742,32895030068.396976,147499833714.41122,188958798136.15338,187123189271.6399,29777516176.614082,54771693488.89995,65996833168.96747,29453539863.96895,66462084764.89465,35617376957.26424,34624965591.893005,56301795558.95843,30683157974.80635,105343592193.15309
285168025943.9766,225789095831.17188,166819817015.1493,121776306597.39467,118326211594.15953,14539126238.438744,65530988439.57577,299568814742.0418,203287637039.32733,158820787926.2139,78466094140.28685,55698426497.44499,62087238849.42167,166369838849.72888,155624300470.19232,106920581783.2196,33726455067.762558,151050647677.1529,195106398209.3836,186786435095.38852,29976591589.94523,54535976849.92548,67757933389.3282,28329673935.03482,65051722960.8123,35542169730.33539,34619934184.61456,56384496053.35203,31058287680.646267,104291211026.95772
278873804225.9673,224740257381.18622,166153106306.8353,122327232992.93828,121206640086.1012,14813845300.822323,66286643852.391945,298213985709.09705,202571844236.41833,160624243554.7951,77906831672.99467,54908392809.74454,62710587213.131516,163660186459.27286,157880855850.3454,106259488498.53192,34081416068.37998,151442689150.4627,198813805855.7956,182520159788.85858,30432832150.274925,55222452511.49341,68560656857.041336,28676522702.779068,66008743137.60119,35144824775.204865,34676480288.87784,57155811579.7467,30336046459.78982,104593323701.33308
280415037297.76447,228785822090.32455,164013805437.93945,120577279516.97867,118482359203.22089,14573595110.629066,66818726024.660736,296850646489.65326,200642469647.08026,164309960401.95984,77888419978.84322,55988808473.47794,61651961510.14437,163415651092.93185,153642067484.1495,107643554644.63809,34048435940.4062,152855543571.9013,198327606299.36337,178928662464.45135,30310909970.933308,54395799002.35202,69423230941.62262,29025394920.747272,67014784285.63081,35305918570.48405,33823774376.90142,57236454632.071724,30429147602.74773,104115431691.01729
281924988710.21136,220082302563.3847,165042509041.0997,120052401260.23654,116306276325.42119,14688797385.839178,66327656633.51135,299375251253.19684,201739772721.16083,165632619382.97726,76693715547.33542,55500763406.514534,64299383047.502945,167082320359.56625,155195762332.50107,108382176049.87717,33627102276.915905,152373825594.50732,195740992100.77014,179366994140.0898,29760779966.15865,54934807485.387566,66112268019.21508,29518693192.67424,68262539761.1327,37158333939.11168,33756728870.13825,56602365645.53322,30420300794.48071,104512387080.90057
282475503254.3381,215538595557.01434,167172771042.11414,119754391674.36186,114662396254.95685,14419515987.941084,68077267768.91872,304630452655.25287,202989219896.26044,165566024634.1744,77944642750.90633,54287820431.90514,64620040693.43501,168058684282.78183,150840075465.0964,108261435229.17094,33511026647.647526,150687320083.62628,192885524947.55737,176469763769.90405,30158290600.257458,55773006353.23435,65396045727.056656,30128535247.27499,68319657949.107185,37321921267.338356,33147068780.929672,55968710174.83821,30557144137.093132,103101905805.10738
279524369387.6878,214521315272.10516,160120434503.8645,120047896307.88586,116081954042.14542,14514361248.871332,68604372142.55868,303621469336.23486,207372028480.55768,163310776797.81873,78080304819.83342,53959898254.29288,64906747190.45984,167906989066.61343,149695873558.03055,106901551137.75397,33386891061.991108,146150530349.15173,194940631249.25214,175133651901.70352,29971351067.916912,55159298702.99765,66646206509.870255,29812745441.754917,65308312392.60392,37692029815.44209,32860296775.52493,55877918411.14613,30794704064.221844,101763848933.8551
280471639106.63574,212320594428.44165,163387161145.78366,119903977017.34602,116259512143.42319,14325664817.58917,68953809212.36066,308942944302.8869,204939214485.11472,164163746953.38818,79177143238.69034,56428266923.8015,65422961983.12219,168326202442.12103,148487848469.81415,106863042022.82228,33854092275.679016,144605856825.9163,197330372711.2119,172842560064.09924,30216381845.99707,55653013407.4954,68178863630.289246,29952756192.953247,66030570111.1983,37542711038.72878,32400378943.222775,56047050130.505196,30756063870.076782,102664026188.78922
280920941325.20264,214592464339.9401,165007109619.1237,120617398442.15495,118200477335.26416,14198831650.604918,69244947113.90724,308940704940.48724,206276670794.57727,168930868187.19962,76997339679.7413,57729178591.67691,65289696943.85368,166788427622.9724,146535116194.20688,104837722367.67029,34175369690.080585,142861788957.10742,200563909442.4569,175094195416.83005,30289096013.959976,54514441403.58967,66820601324.88077,29895249279.972355,66213702223.40049,38384946031.1837,31074884131.820564,55252667568.745865,30991682513.707195,102088943198.23317
279610573201.5542,208437626586.1171,168325919763.36996,119463761256.80055,120345702183.90408,14492774743.114904,70000353092.58559,309633741590.31494,204647185438.07706,167349407900.31558,79754041676.10057,57316072101.86692,66574828754.50779,168395788055.21066,144821070247.8188,104580317892.42337,34817439030.613525,143254165319.7129,197533609766.4539,174293019948.17218,30393608337.62346,54258855098.4657,68064582941.837654,31260416053.522175,67061722829.96072,39854032835.02419,30925480956.934933,55857800333.79793,31366969448.685658,103489634662.17642
287720823048.30945,210202924971.79004,171164203533.80646,117462798791.39197,123374869626.50693,14357534353.191523,70668105859.83372,315500301728.74316,207015404089.13065,173805581717.7706,81372560082.2822,55628754008.597664,67234207938.619095,164522188060.35156,144191590658.74347,103989358419.07704,35159136726.8804,142009485633.04843,193473411670.57544,176144507911.2861,30809286846.170715,54291442160.15948,71585631670.37854,30975726957.742996,68080666873.192055,40155279979.88824,30966581468.814224,57030519153.1077,30960598008.22256,100880908471.61711
287917879192.6485,210649900945.58347,174309305268.53223,115207683044.73518,124223674972.4454,14464696628.416384,70555528891.9852,321150604810.10754,206540125744.95068,173782363524.30502,82199746186.5045,55456692557.642395,65427419275.84115,164239206813.63586,143130860319.23746,103141450024.68147,34993451845.797295,142736760271.07242,191551386615.8256,178655404634.8312,31092834783.635914,53070108419.20019,69818605969.9438,29551681086.200607,67853503248.90589,39901757478.729965,31248160401.311802,57713222632.99869,30880819462.438328,100125770430.65308
288771508317.4207,209997437053.68057,171244527501.177,116767793178.40735,124831679623.9388,14749513006.555838,69201646066.44281,313169044782.3973,203731180598.1746,174826275913.13525,83497212260.45895,55731495133.560555,65573103879.55071,166796814581.585,141577023679.80307,105667543699.28331,36007006935.96077,141090184820.32178,189828202923.11362,176531775246.51193,30668589948.481052,53364647563.36193,67823666820.41449,29135023010.597378,69311864906.32397,40091585340.07068,31823399016.9784,56284376133.20096,30846203225.706535,102180451876.85666
285928665060.3997,209419832803.19208,173220937751.95282,115165081779.21774,125976603209.04662,14450219104.298473,67017978737.651634,315221148682.0258,200995889852.16107,172732127182.48645,84760458668.0393,56373690983.82113,64037096150.06145,168503866745.41577,140608418712.96744,106788091441.85612,35942120396.189766,138732806086.925,186631611999.99188,172484801220.0583,30700963454.56032,53651882093.68094,67284147559.96189,29096282085.405964,68106472891.51643,41074386456.63684,31376641098.319885,55901555068.876465,30333914024.405926,102306300645.18869
292532837292.01385,201583487468.4115,175273578430.5589,117854081655.35213,125901258286.44473,14366652195.986538,66822843633.56763,312884954077.3469,205837975901.92007,175157962163.3821,85993944932.76593,58737543947.017395,65666238921.84518,168664041224.81094,140647768332.0449,111996098372.78937,35500865762.83907,139005983298.1775,182653658542.98798,169888338821.0955,30333653885.139904,53273738119.993805,66880047012.86639,29445040951.339996,68202333548.65968,41821040054.51879,31657349586.992306,56007087775.27172,30205696465.287308,104367100094.5498
290760288095.63776,207646595570.36978,172793285418.29633,117297686164.57661,129505429066.37404,14523051737.303278,65614127724.51691,308257728877.034,209603369171.96243,175100273894.26614,85624555437.02289,57574058891.470764,65223401721.10218,172333681089.6829,138645818534.3253,110582068093.87605,35776425428.35924,137686686343.34244,179249886490.91736,170990267963.31674,30324541762.805206,52946564936.762375,67936619841.70178,29572773794.23953,65803717264.427956,42343427990.68654,31578263901.98744,56702035842.31487,30901516511.03721,104034227160.66315
287832251768.8386,215749006300.8285,171269856071.86115,120368461253.85233,127989165322.92703,14444018899.145258,67278828577.46343,310653900372.87463,213277621033.68698,174670487513.31747,85490029343.13403,53987073673.636696,66413338022.38536,173482746789.54465,138445295809.15668,111882960734.38611,35743176589.166985,136639476701.57271,180369097841.00662,171672521444.5739,30577198106.117992,52914293308.02844,67696032918.508255,29289109584.104332,64944542858.48714,41753363345.83698,31994494822.663815,55879604203.384575,30430977936.377117,104704112684.46407
287844916120.6897,220899378704.27252,171266583446.56656,119100039089.25659,123996377824.93309,14281992080.069471,66446747794.834496,312528182800.60175,212191622678.7205,171076635174.0067,81860686653.03346,54510478997.72232,67393583098.55602,175936760345.20804,135881724366.6471,114090905994.66505,35981607935.162544,138396039458.33746,178244122528.54224,172443136567.7481,31222853279.129955,53891842885.66963,68023928972.5113,29415496806.792336,62552015391.10876,42608785627.22081,32553828672.58193,56145152446.08393,30192041042.571953,104499239254.38873
296673554931.66833,223938404996.72287,177970643942.10132,120274141437.38924,121924169410.93779,14253013726.558956,65796724018.415146,317132583972.0221,214508412411.2319,176256962111.62195,81602261115.39746,55021966697.191635,68836531792.17783,179684537521.65982,132778889928.6912,115289695300.68303,35283061056.37827,137965131112.04272,174003039274.87335,172220061820.52008,30600181649.238388,53348536005.70104,67192709671.52748,29597964530.401634,62958266528.8809,41047797070.9188,34101605648.911716,55608546781.9963,29718908394.94174,104899676545.06471
296954699185.9478,221069962776.81488,179079488084.68158,118837639180.65558,121175215359.99239,14546829030.15944,65811667496.19439,320334008540.6393,212213972992.27158,176300200258.6823,80803654241.92758,54087476271.15704,68062034900.39664,177806228097.02475,136016683603.29071,116323182892.58173,34067972865.706863,141827847702.54266,176329789795.04306,175472265081.38828,30497664601.267418,52677910797.72877,65852506605.36737,30526834974.46106,61405874322.67255,39782935420.72573,33965997442.90028,54262673835.12236,29910225274.18338,105307934904.65492
299560509638.2127,219297782358.3198,179864217566.7468,121679804901.65411,118316096447.13243,14771111963.229658,66341613622.28132,319762372012.64075,211883719225.11728,176980797109.2824,79796414513.82689,52327094157.55431,69002776211.55121,174692037373.54147,133317851517.23569,114754210420.41359,34235769001.668224,141427326151.92038,174192841196.69452,178247878904.88867,30340110551.37877,52406223997.512,66827120643.24956,30528255699.591034,61863296739.544525,40096795276.584785,33985228291.31734,55061920680.46864,29427849479.70918,106427652916.42627
294424470975.0416,212667288727.05457,177926103719.99588,120702935404.40968,116969834467.10065,14617145591.287958,67008547445.52754,315371127899.5792,205142979525.4654,175350371873.9872,82515870916.17908,51318488744.00476,67589949409.10718,173765297916.21674,137939045376.90256,113627163422.08269,33746379080.261456,142668262715.68732,175453441904.97238,179985426095.4918,29923064445.34541,52271148555.22583,68742323997.96222,30725633781.3848,63212323110.6979,40007587131.75867,34624123564.528694,55322231575.953705,29283408948.579456,106904332438.77533
289826798405.25665,221383804442.37802,180499387981.18286,119871083711.43109,116723277064.25433,14664920538.029604,66761596559.26358,322103748152.08307,203384458540.41278,170151936250.94058,82302930397.13667,52273112381.37657,68680932277.42293,174093184857.1881,136414731531.04181,113266300850.5651,33472021142.932663,138801498011.0181,173019042282.40338,181702777093.2556,29822718982.24778,52273318280.97535,70601256892.78201,30148773544.892082,62565516506.92433,40226581424.02151,34288110640.370747,54631588680.05575,29840723088.203796,105194529263.94763
286308412881.8513,224649688009.33542,180332050791.94748,117223583758.54227,120090930065.66643,14547217404.806442,66478995977.48146,324161317877.86523,208601126074.32816,168768056586.78976,81277202622.59804,52936417264.1741,71094398587.35559,174440958070.27747,135949218821.75572,113893897857.51483,32526391480.248955,138339055199.54797,167679313575.08795,181542727277.2444,29640946265.031128,51096767705.92927,71129221846.9314,30475039378.369976,62749305338.09919,38971312642.41107,35015467479.23779,56398402045.13298,29991615325.001396,104436338787.75206
285138843290.5711,227743820774.92346,180504352270.46182,117807216407.72516,120892302390.15735,14445722571.012985,65781352473.71904,322465147682.1832,209233742767.52966,163948510262.21335,81174729046.18362,53010192078.974495,70045854205.94586,177762522897.3699,139687506879.99988,114535856843.20436,33479864840.839832,140643976297.46808,168810118060.19977,181129600734.3455,29513658566.804543,51500913032.5427,70856849851.25896,29607387629.83894,62714936689.0997,39775082801.92174,33633445698.38884,57659265807.95296,30195343303.41301,103860460047.10355
287464747863.7619,233314965804.05353,180516523742.95575,119227061128.24132,122423376766.9422,14508154411.670876,64916044440.967834,321776097671.7753,203262363448.5088,165501114344.92007,80851447230.47766,52469914695.41409,70550568163.31068,174492782335.61536,140168541619.92798,113424472142.41066,33467956674.598022,141763598123.41867,175146536402.66922,182518536457.46304,30023732663.77695,52398666812.33508,72181188600.7809,28633156412.64474,62855675221.05488,38908046079.54941,35198921661.631805,56535937720.05276,29677409163.68461,100407324314.87341
282412602329.3195,234389749183.2919,183132541171.65884,117129971364.2477,124521287425.10522,14525962810.035519,64564386229.67411,322467481272.74054,206577238343.7634,165821619042.45505,79708841574.46802,53076650696.031296,70698097772.98433,174008518845.75076,143198829617.53284,107980973321.98067,33723315748.343147,143771482693.72842,170910825948.85284,179915404411.66376,30385600423.32765,53157406350.39856,74295775062.18916,28337534040.97124,63510309293.287766,39196204701.16663,34259943662.380997,56602488363.26243,29749203895.27008,101161700552.64671
280205095911.6369,241188286110.13525,183088762875.69614,119853293734.36324,125727578527.99626,14602235438.529903,63730874515.3759,315554367419.101,210256566070.65836,168635179025.78186,79645234592.81207,52758376725.24991,70587168513.35905,170815759833.56546,141803237329.042,109318996622.13058,34163677209.551098,143492383771.97186,176550461103.06476,182635613499.29074,30080975094.989742,52626860242.53686,75234675509.13025,28185817743.011112,63148779810.66658,39393361821.54781,34674402653.694984,57271211809.42498,29790139419.4247,98487232523.21725
286307895249.3946,236893711234.93115,183602606346.9554,119343260570.79417,129817766722.57231,14986994744.311218,63472674621.46388,309017867377.13556,206270239012.24112,169502866475.89383,79280405713.72957,51718642123.37139,69502744166.47476,172021851414.0146,141590278722.31647,108232666852.95203,34043514764.498547,143608395063.98514,177642316971.07846,183654538722.3743,29475721887.94368,52865249011.29198,74707622443.2179,27756425799.80749,63116657172.52808,40309516122.19975,35116389791.833786,57238804242.501976,29506153637.49158,97047638639.52669
281879074920.59,237129616658.2585,183389327563.3414,117958465602.94563,131031981513.32799,15059380061.277384,61664581630.1955,310006973694.78455,207804086598.50793,170134929379.2707,80288964964.74977,51642537382.23432,69088942625.09781,172029620348.76492,142114167638.87183,107017213970.9079,34651167433.634796,146730060589.3374,176221224901.34518,181571816585.0111,29023395693.02682,53215941684.134865,75593079308.41122,28072172282.48186,64104284574.40291,39840578702.04312,34018392474.335358,56630742341.96119,30095982707.700405,97457748890.10852
285126992726.52716,241976790625.53314,180978939485.5231,118144570444.98462,131425094400.78677,14888913879.089512,62095310448.55249,316742322284.39844,206273619710.29636,164803262784.84442,80764151064.03087,51163066588.138756,69017659772.162,170181463795.1238,142238145808.28052,109740663963.91347,34673457372.126595,143764091689.15027,177806309869.2299,182057590412.39407,29152685400.81708,53843350164.31334,74770071500.98065,28026642428.028492,63235489206.85243,39997134785.78717,34144797396.938103,56283385667.79561,30356075692.450016,96457739370.81276
286666105640.2793,245016045905.89175,179472018811.99347,115622147122.68079,127243567600.99635,14923575830.153837,63445448197.26833,313829078336.9016,207045312230.31305,157824023691.18063,81463704133.85313,50264138566.0577,68217788736.69959,170585495762.21307,137371510882.60587,116595412143.27388,34402853393.214226,145305678203.63602,182956844291.08725,183077479286.01892,28767567535.86472,53989348969.82372,72053606753.34636,27965892712.526188,65600830049.91374,38890883562.06317,33741045001.5091,57961595043.089066,30284383414.34357,95685631341.82552
289594636527.4642,242105632126.23636,172684667611.8373,113313071477.11299,130857874179.123,14987077351.167065,64600153302.13041,309032309538.61194,206465467240.83218,157974027354.91125,80999351557.57675,50744642838.10095,66558574337.27276,173601180741.8961,138828771355.8899,115800404703.7732,34516585559.944984,145024183065.77576,177183227086.0683,181368021028.0943,28774557213.68224,53886098821.89261,73087648312.56458,28364884604.212307,65206427403.848434,38219772754.34544,34187875361.88428,57965674164.524414,30059766803.43505,94712769096.10081
286514096428.53754,243924553589.0803,176976919678.79608,113042528919.62239,128440255665.31812,15376628252.716925,64386338651.53799,305715756471.2038,205003599034.131,157311924721.2238,82801442622.34465,49272445900.71108,67145637881.91285,173641504555.9551,137336786553.0745,114679316891.83824,34429973733.614334,145493424507.4992,175992818310.70578,181668815951.49237,28573728721.193104,55108177018.01321,74601565131.62209,28717273339.98073,64967406188.89575,38929795088.5006,34377248725.53364,57893879629.73992,29878012572.42101,95297761207.90826
296550649097.5483,243956987969.51767,176417276521.81592,113296063133.8739,127945609778.4074,15254363450.055744,63919627391.25918,310249823024.41174,207772072144.68887,164487737618.65375,83531734560.42426,49700768980.56448,68099323465.08308,171567542530.45706,139262134004.8211,116767687142.181,34983052018.94063,148976353937.43842,174368358230.27512,181073231493.49188,28580781751.37476,54525735596.91429,75373179086.55421,29157802556.892162,65951245031.573364,39106762506.5013,34935551323.07751,58268862051.68452,29682940952.59901,92472605548.00395
294989220711.1875,243740505160.89325,176656053641.1264,113091378066.6164,126310716914.34105,15082911966.30873,63272410403.5737,312912674118.8293,210131843354.5415,161126236490.40286,83570390318.55167,50794642767.594345,67641520584.44417,173425556196.99503,142340593597.46045,117281662361.45659,34740112009.366196,151649618789.59897,173876978768.7859,180973132370.21545,28842625721.008625,54402219981.01622,74977060761.57874,29030662179.251225,65983804698.96519,39314358056.792885,33861898476.232918,57963149710.913895,29106746896.897438,92482932354.50316
297277646561.83624,241562533396.4277,178489633936.15012,113761546324.40448,121590282305.68576,15292131287.47315,63579183936.725685,310558192157.3977,208285401061.07336,155560567774.69354,83957856632.9907,51723019332.16012,66601880794.093575,171391715589.0067,142615739097.30362,119632806278.19028,35311325638.101074,153231345550.34018,180699826056.60336,183339359325.11475,29321154043.44371,54485216975.27976,74420599373.07278,29701968333.44402,65023281535.94073,39687358960.793495,33592664710.398365,58101157636.75114,29244672052.506195,93087426595.99039
297419538779.509,244082339461.95914,180241318555.85675,111556856354.33273,121308791723.08824,15194815582.032265,63832779015.38679,309110776059.48444,211095171114.98047,156160699315.14853,85301540733.17192,50946997308.68093,66135687243.687485,170166391229.15646,143606641106.99844,116212779286.45981,34420593630.79543,151766388539.83014,182582990948.77,181995740474.6849,29468376676.551666,54173115218.47823,71841285894.06154,30200283746.338276,66092795302.514984,39684371120.039314,33678751499.180862,57693449540.83624,28943690156.25371,94858240695.48169
297051676124.2717,245586995320.2969,178975911083.26852,112463690846.01184,123307475275.29187,15209126566.176342,64192379138.87518,314030375743.5596,212292703479.67245,159914068692.971,85725411656.64537,51533484308.62488,66344833006.71941,172435877011.1338,142145788728.74347,117033150477.66026,35604360426.20272,152361907120.6651,178483174579.82654,181809585011.05634,29737366608.153687,53862353420.8548,70582186566.8506,29456872074.788776,66066967944.76981,40965910303.478775,33464186013.540398,58365508132.97719,28909972884.76625,94806327987.4492
