txn_id,account_id,merchant_id,txn_date,amount,description
T0001491,A00017,M005,2024-09-14,-407.80,PURCHASE 834435
T0001806,A00020,M008,06/22/24, -75.48 ,PURCHASE 505521
T0003085,A00054,M009,06/08/25, -76.63 ,PURCHASE 883153
T0000811,A00056,M004,24-Jan-2025,-41.72,PURCHASE 226204
T0000495,A00026,M006,09/02/24,-117.16,PURCHASE 327808
T0001614,A00032,M027,2025-01-28,-249.18,PURCHASE 655358
T0002419,A00065,M014,02-Mar-2025,$-55.23,PURCHASE 176503
T0003117,A00040,M031,11-Oct-2024,"3,284.08",PAYROLL DEP 555069
T0003190,A00004,M018,2024-12-25,-213.41,PURCHASE 655062
T0000269,A00007,M018,06/10/24,(225.24),PURCHASE 434168
T0000434,A00023,M023,03/28/24,$-317.77,PURCHASE 339266
T0001372,A00013,M019,02/21/24,$-363.07,PURCHASE 191878
T0002472,A00085,M007,18-Jun-2024,-375.81,PURCHASE 798858
T0001751,A00049,M008,2024-10-18,-178.70,  PURCHASE 444722  
T0003174,A00090,M002,04-Mar-2025,$-389.72,PURCHASE 945306
T0001976,A00069,M023,06/28/25,(44.58),PURCHASE 620462
T0000803,A00009,M015,08/07/24,(97.94),PURCHASE 124262
T0000869,A00065,M024,2024-07-12,-135.57,PURCHASE 467124
T0001580,A00050,M008,, -417.42 ,PURCHASE 997097
T0001348,A00045,M006,06/30/2025,$-258.05,PURCHASE 631868
T0000145,A00093,M022,02/17/2025,$-61.35,PURCHASE 872519
T0001524,A00075,M015,14-Dec-2024,-82.17,PURCHASE 688682
T0003142,A00057,M003,01/15/2025,-380.88,PURCHASE 650062
T0000485,A00064,M031,,"2,818.21",PAYROLL DEP 787140
T0001175,A00018,M018,03/08/25,-260.46,PURCHASE 426752
T0000025,A00028,M021,2025-05-06,-303.73,PURCHASE 834549
T0001865,A00091,M017,09/26/2024,-412.99,PURCHASE 310013
T0001179,A00042,M009,06/27/25,-77.61,PURCHASE 876533
T0003065,A00031,M009,07/22/24,-227.43,PURCHASE 999357
T0002084,A00057,M010,30-Aug-2024,-259.65,PURCHASE 390133
T0001088,A00060,M027,2024-10-28,$-42.41,PURCHASE 206551
T0002789,A00049,M006,03/16/25,$(212.33),PURCHASE 676103
T0000559,A00082,M029,27-Mar-2024,$-67.10,PURCHASE 514563
T0001431,A00077,M024,21-Sep-2024,-22.18,PURCHASE 329389
T0002088,A00040,M017,03/14/24,-132.03,PURCHASE 320741
T0002547,A00062,M007,2024-04-11,-33.52,PURCHASE 169801
T0001822,A00020,M029,04/14/2024,-406.61,  PURCHASE 840888  
T0001171,A00076,M002,10-Jul-2024,-385.95,PURCHASE 273616
T0000978,A00054,M015,2024-12-04,(308.01),  PURCHASE 389155  
T0001022,A00070,M017,2024-03-02,$-123.54,PURCHASE 114436
T0001395,A00025,M025,2024-05-02,-163.02,PURCHASE 318381
T0001590,A00092,M030,21-May-2024, $-4.01 ,PURCHASE 300183
T0001660,A00057,M027,2024-08-25,(325.92),PURCHASE 448667
T0001070,A00035,M023,07/05/24,$-418.07,PURCHASE 754076
T0001444,A00062,M016,04/19/24,-314.72,PURCHASE 210060
T0001407,A00081,M023,2024-11-19,-325.54,PURCHASE 946980
T0000720,A00038,M007,08/03/2024,-413.84,PURCHASE 492041
T0000221,A00060,M004,27-Jun-2024,$-294.17,PURCHASE 441244
T0000211,A00007,M014,27-Apr-2025,-39.75,PURCHASE 520106
T0000185,A00090,M027,16-Apr-2024,-296.04,  PURCHASE 261223  
T0000919,A00033,M031,07-Dec-2024,-303.22,PURCHASE 603500
T0000457,A00073,M017,18-Mar-2025,-402.24,PURCHASE 574709
T0003114,A00002,M031,06/25/25,"2,986.22",PAYROLL DEP 455322
T0002090,A00014,M023,01-Jun-2024,(299.74),PURCHASE 456586
T0001270,A00002,M018,03/22/2024,-189.25,PURCHASE 789901
T0001642,A00048,M009,02-Jun-2024,-342.54,PURCHASE 467485
T0000688,A00090,M031,06/29/2025,"$2,837.50",PAYROLL DEP 968386
T0002151,A00092,M031,10/08/2024," $3,202.77 ",PAYROLL DEP 149491
T0001954,A00091,M025,2025-04-07,,PURCHASE 669214
T0002052,A00040,M024,03/10/24,-98.12,PURCHASE 765913
T0001096,A00021,M030,11-Jun-2024,(18.76),PURCHASE 668624
T0001575,A00045,M012,01/17/2024,$-336.51,PURCHASE 104580
T0001746,A00022,M007,31-May-2025,(3.46),  PURCHASE 248432  
T0002701,A00093,M010,24-Apr-2025,(296.91),PURCHASE 419375
T0002605,A00045,M011,2024-09-02,-322.11,PURCHASE 318132
T0002840,A00040,M004,04/08/2024,$-168.97,PURCHASE 225025
T0001574,A00054,M026,01/13/2024,-173.30,PURCHASE 410727
T0002834,A00073,M023,06/22/2025,(8.52),PURCHASE 796211
T0002727,A00078,M018,02/06/24,$-208.46,PURCHASE 715177
T0001695,A00053,M005,06-Dec-2024,-331.03,PURCHASE 529906
T0000433,A00037,M011,06-Jun-2024,,PURCHASE 975365
T0001360,A00040,M018,2024-12-17,$-379.30,PURCHASE 925646
T0000569,A00073,M003,08/03/2024,$-372.96,PURCHASE 786141
T0001422,A00037,M003,09/07/2024,$(390.63),PURCHASE 828029
T0001464,A00054,M031,07/30/2024,-31.19,PURCHASE 520360
T0001475,A00073,,03/30/2025,-384.92,PURCHASE 440888
T0001841,A00090,M025,03/09/2025,-73.01,PURCHASE 168603
T0001410,A00009,M013,2025-04-30,(260.30),PURCHASE 236891
T0001549,A00012,M001,10/24/24,$-132.11,PURCHASE 176066
T0001967,A00090,M015,2025-06-26,$(230.00),PURCHASE 228286
T0002054,A00031,M009,2024-11-04,-319.97,  PURCHASE 556137  
T0002684,A00030,,2025-04-16,$-270.81,PURCHASE 355729
T0002275,A00005,M018,01/08/25,-295.32,PURCHASE 196804
T0001773,A00008,M001,02-Jun-2024,$-29.61,  PURCHASE 124072  
T0000880,A00075,M031,03/28/2024,"$4,928.58",PAYROLL DEP 879704
T0000660,A00092,M020,03/31/24,-381.16,  PURCHASE 407592  
T0001871,A00049,M031,08/25/2024,"2,413.63",PAYROLL DEP 978891
T0001411,A00080,M001,2024-11-03,-407.70,  PURCHASE 467793  
T0003121,A00049,M024,28-Mar-2024,-182.92,PURCHASE 107794
T0002309,A00033,M031,2025-04-23," 3,171.86 ",PAYROLL DEP 987240
T0001295,A00092,M010,2025-04-20,$-230.16,PURCHASE 424544
T0003052,A00079,M007,01/17/24,-358.29,PURCHASE 168824
T0002990,A00080,M016,06/22/24,-24.01,PURCHASE 103335
T0002775,A00001,M013,02-Jan-2025,-110.99,PURCHASE 779450
T0000631,A00079,M022,08-Sep-2024,$-157.98,PURCHASE 324156
T0000187,A00020,M020,07-Jan-2024,(29.37),PURCHASE 403915
T0003004,A00004,M025,04/11/2024,(111.33),PURCHASE 803510
T0001082,A00039,M002,2025-02-25,$-307.40,PURCHASE 395175
T0002939,A00036,M027,04/09/2025,(34.12),PURCHASE 565058
T0000828,A00040,M024,11/15/2024,(258.67),PURCHASE 901733
T0002720,A00053,M008,09-Feb-2025,-242.59,PURCHASE 538872
T0002571,A00035,M005,06/30/2025,-285.45,PURCHASE 463649
T0001260,A00006,M028,04/13/24,(217.02),  PURCHASE 820626  
T0001885,A00054,M031,2024-04-05,"4,843.58",PAYROLL DEP 362205
T0003023,A00011,M017,04/23/2025,$-325.00,PURCHASE 739999
T0001094,A00068,M031,01/09/2025,"2,939.17",  PAYROLL DEP 176401  
T0001024,A00088,M031,12-May-2025,$(233.08),PURCHASE 203635
T0001711,A00076,M022,01/20/2025,-120.08,PURCHASE 862413
T0000152,A00032,M029,09/11/24,-146.59,PURCHASE 412687
T0000233,A00038,M016,05/19/2024,-226.14,PURCHASE 936726
T0000388,A00051,M021,04/23/25,-225.14,  PURCHASE 647639  
T0002532,A00055,M015,08/22/2024,-313.23,PURCHASE 246456
T0000122,A00024,M024,2024-06-28,-290.10,PURCHASE 908274
T0002471,A00064,M007,2025-03-27,$-256.50,PURCHASE 112498
T0002198,A00043,M009,06/18/25,(33.43),PURCHASE 225053
T0000541,A00088,M005,03/20/25,-44.47,  PURCHASE 120705  
T0003096,A00082,M019,08/14/24,$-136.48,PURCHASE 248491
T0001366,A00027,M011,2024-05-23,-45.29,PURCHASE 157398
T0000871,A00007,M031,2024-11-21,"4,128.19",PAYROLL DEP 488363
T0002177,A00089,M004,08/04/2024,-375.87,PURCHASE 273112
T0000223,A00058,M024,2024-08-22,-115.57,PURCHASE 256812
T0000995,A00081,M029,03/01/25,$-415.15,  PURCHASE 312080  
T0001583,A00039,M020,2025-04-29,-392.08,PURCHASE 349874
T0001877,A00047,M017,2024-02-29,$-129.60,PURCHASE 493329
T0001184,A00084,M004,03/09/24,$-35.97,PURCHASE 954888
T0002660,A00076,M030,04/21/2025,-171.83,PURCHASE 881294
T0002903,A00039,M027,2024-05-02,-190.77,PURCHASE 952181
T0002182,A00019,M028,30-Jan-2025,(85.67),PURCHASE 920714
T0001177,A00074,M002,01/25/25, (149.48) ,PURCHASE 663942
T0000653,A00060,M009,03-Mar-2025,-131.99,PURCHASE 577131
T0001985,A00031,M008,2024-06-06,(175.05),PURCHASE 970511
T0001938,A00040,M031,05/17/24,$-34.07,PURCHASE 202179
T0002825,A00008,M019,10-May-2024,$-211.74,PURCHASE 471883
T0002546,A00003,M022,2024-01-03,$-368.57,PURCHASE 484894
T0000208,A00056,M004,11/19/24,-67.54,PURCHASE 388946
T0001741,A00059,M004,02/13/25, -198.21 ,PURCHASE 953943
T0002836,A00016,M028,06/02/2025,-54.55,PURCHASE 580042
T0002997,A00004,M018,06/27/2025,$-6.59,PURCHASE 840335
T0000570,A00037,M020,17-Mar-2024,$-145.99,PURCHASE 301019
T0001837,A00073,M025,09/07/24,-156.40,PURCHASE 223748
T0002737,A00092,M031,01/23/2024,$-268.37,PURCHASE 542525
T0001611,A00089,M029,11/12/2024,,PURCHASE 647338
T0000163,A00039,M021,2024-02-17,-134.04,PURCHASE 802382
T0002344,A00081,M007,01/28/2025,$-412.81,PURCHASE 558397
T0000476,A00004,M006,2024-07-22,(94.30),  PURCHASE 284630  
T0001413,A00025,M030,14-Mar-2025,(411.94),PURCHASE 624497
T0003000,A00081,M004,09/09/24, -210.16 ,  PURCHASE 746615  
T0000020,A00005,M001,04/26/2025,-356.27,PURCHASE 520040
T0000153,A00093,M029,06/20/2025,-289.39,PURCHASE 951452
T0001981,A00062,M015,03/20/25,$-203.17,PURCHASE 459250
T0001170,A00085,M025,09/11/24,(414.64),PURCHASE 343950
T0002645,A00087,M031,04-May-2025,"$2,686.18",PAYROLL DEP 105911
T0002543,A00003,M009,22-Jun-2024,-254.90,  PURCHASE 781585  
T0001202,A00012,M003,09/06/2024,$-248.88,PURCHASE 677064
T0002772,A00049,M010,08/17/24,-341.48,  PURCHASE 175472  
T0001120,A00047,M031,2024-04-04,"4,310.21",PAYROLL DEP 679596
T0000625,A00033,M031,2024-11-01,"$2,407.50",PAYROLL DEP 607417
T0001558,A00060,M024,2024-06-13,-307.99,PURCHASE 392239
T0000865,A00030,M013,03/01/25,-118.96,  PURCHASE 514678  
T0000524,A00002,M023,27-Jun-2025,-316.35,  PURCHASE 792299  
T0000456,A00054,M007,12/25/2024,(247.01),PURCHASE 514507
T0002303,A00091,M026,01/30/2025,$(415.59),PURCHASE 527411
T0002676,A00082,M031,09/06/2024,"$3,683.97",PAYROLL DEP 639124
T0001391,A00046,M018,2024-07-12,$-3.51,PURCHASE 240845
T0000426,A00070,M031,24-Jun-2025,"3,759.77",PAYROLL DEP 752944
T0000006,A00079,M026,03/21/25,-398.28,  PURCHASE 132653  
T0003136,A00074,M025,11/20/24,(178.87),  PURCHASE 275524  
T0002457,A00023,M011,06/04/25,-14.68,PURCHASE 714370
T0000718,A00090,M002,02/12/2025,-114.89,PURCHASE 700315
T0001100,A00044,M023,22-Mar-2025,(355.58),PURCHASE 140034
T0002242,A00045,M031,01/17/25,"3,011.22",  PAYROLL DEP 704386  
T0000101,A00004,M009,12/09/2024,-221.45,PURCHASE 158132
T0002049,A00084,M024,01/06/2025,$(177.72),PURCHASE 246495
T0001728,A00009,M007,05/27/24,$(188.44),PURCHASE 432038
T0002795,A00039,M027,01/13/25,-33.32,PURCHASE 591860
T0001531,A00023,M005,04/28/2025,$(9.49),PURCHASE 766477
T0001409,A00060,M006,16-Jan-2024,$-92.52,PURCHASE 865906
T0001353,A00023,M029,06/11/25, (7.13) ,PURCHASE 580961
T0000528,A00004,M011,06/13/24,$-379.40,  PURCHASE 229077  
T0002527,A00065,M011,,$-281.83,PURCHASE 141410
T0000052,A00079,M017,11/11/24,-371.13,  PURCHASE 312994  
T0000602,A00073,M003,2025-01-07,-77.72,PURCHASE 781880
T0001317,A00011,M022,06/15/24,$-335.38,PURCHASE 971707
T0001829,A00093,M029,2024-07-07,-369.20,PURCHASE 541420
T0002334,A00076,M026,01/07/25,-81.12,PURCHASE 932917
T0002694,A00041,M016,19-Apr-2024,$-55.07,PURCHASE 513647
T0000862,A00037,M029,04/13/2025,-95.39,PURCHASE 147431
T0001169,A00031,M025,2025-02-08,$(222.85),PURCHASE 177440
T0002039,A00059,M020,04/24/2024,-202.17,PURCHASE 418178
T0002980,A00066,M024,02/12/24,-410.58,PURCHASE 909172
T0000330,A00008,M026,04/26/2024,-259.72,PURCHASE 521536
T0003206,A99999,M028,14-Mar-2025,-48.18,PURCHASE ORPHAN
T0001872,A00090,M003,06/27/2024,$-108.66,PURCHASE 608091
T0001457,A00002,M014,10/09/2024,-111.24,PURCHASE 228219
T0000093,A00061,M020,06/04/24,$(289.30),PURCHASE 502686
T0002712,A00090,M002,15-Nov-2024,-188.37,PURCHASE 868581
T0002613,A00015,M025,11/01/24, $-137.04 ,PURCHASE 417885
T0002284,A00050,M023,03/31/24,$-10.91,PURCHASE 654725
T0000229,A00058,M031,2024-08-28, -313.20 ,PURCHASE 596171
T0000088,A00035,M005,2024-12-11, -239.08 ,  PURCHASE 921967  
T0000760,A00008,M012,04/21/25, -289.09 ,  PURCHASE 702597  
T0002691,A00056,M024,2024-09-29,$-237.41,PURCHASE 771681
T0002021,A00048,M020,23-May-2024,-137.67,PURCHASE 251778
T0000091,A00038,M031,2025-03-31,"4,165.03",  PAYROLL DEP 501677  
T0002213,A00014,M005,2025-06-16,-376.30,PURCHASE 707891
T0001420,A00005,M024,25-Jul-2024,-349.81,PURCHASE 146902
T0001630,A00066,M017,09/30/24, -124.73 ,PURCHASE 343167
T0002117,A00043,M029,25-Jun-2024,-199.27,PURCHASE 785719
T0002264,A00088,M001,03/17/24,-339.70,PURCHASE 999803
T0000754,A00063,M011,2024-05-22,(331.83),PURCHASE 515229
T0002950,A00069,M024,12-Sep-2024,$-20.27,PURCHASE 924365
T0000714,A00075,M007,05/17/2025,-299.07,PURCHASE 465642
T0002361,A00016,M015,12-Dec-2024,-395.05,  PURCHASE 250967  
T0000181,A00033,M017,06/17/2025,-69.46,PURCHASE 447148
T0000176,A00015,M002,07/27/2024,-152.57,PURCHASE 778553
T0001055,A00076,M021,08-Feb-2024,-26.99,PURCHASE 472311
T0002404,A00060,M010,13-Jul-2024,(359.42),PURCHASE 132011
T0001108,A00093,M007,2025-05-10, $-220.48 ,PURCHASE 320395
T0001982,A00023,M004,01/20/2025,-143.76,PURCHASE 779046
T0002196,A00022,M026,06/22/2024,-199.77,PURCHASE 318228
T0001233,A00030,M019,27-Jul-2024,$(52.42),  PURCHASE 741282  
T0003129,A00038,M030,2024-03-28,-58.75,PURCHASE 107083
T0001382,A00068,M018,11/16/24,-316.11,  PURCHASE 304638  
T0001146,A00032,M031,04/23/2024,"$2,001.95",  PAYROLL DEP 872468  
T0002103,A00092,M029,13-Feb-2024,-236.20,PURCHASE 576084
T0000663,A00043,M010,2024-06-07,-302.88,PURCHASE 260455
T0002566,A00005,M014,02/15/2025,$-379.18,PURCHASE 607447
T0001939,A00056,M031,02/02/25,"1,805.51",PAYROLL DEP 867887
T0000496,A00029,M003,2024-05-04,-318.00,PURCHASE 146803
T0002524,A00034,M006,2025-03-07,-412.92,PURCHASE 727090
T0002304,A00009,M029,2025-03-18,-124.49,PURCHASE 513239
T0000291,A00034,M026,2025-03-30,(204.27),PURCHASE 913205
T0000332,A00066,M001,01/20/25,(369.80),PURCHASE 397514
T0002218,A00049,M016,05/27/2024,-280.59,PURCHASE 438909
T0001079,A00019,M029,06/05/25,,PURCHASE 993604
T0001345,A00017,M029,2024-01-21,-204.11,PURCHASE 710272
T0001126,A00019,M016,30-Sep-2024,-305.24,PURCHASE 359140
T0000393,A00034,M025,2024-08-31,-339.39,PURCHASE 543410
T0002788,A00016,M008,09/05/2024,-128.25,PURCHASE 602804
T0002081,A00005,M004,10/14/24,-311.78,  PURCHASE 986718  
T0002441,A00065,M026,2025-06-22,-248.12,PURCHASE 210995
T0001902,A00072,M023,05/15/2025,$-193.72,PURCHASE 504510
T0003160,A00080,M022,2025-01-04,(292.06),PURCHASE 602729
T0000173,A00080,M023,08-Jun-2025,-231.44,PURCHASE 849086
T0002671,A00062,M004,09/13/2024,$-383.07,  PURCHASE 433759  
T0000643,A00008,M029,04/22/24,-195.17,PURCHASE 677035
T0002698,A00060,M015,2024-12-02,-158.74,PURCHASE 327570
T0002570,A00083,M029,17-Jan-2024,-109.31,PURCHASE 848544
T0003108,A00033,M030,07/10/24,(243.19),PURCHASE 359338
T0001532,A00092,M029,07/18/24,-113.32,PURCHASE 365375
T0001917,A00068,M028,2025-05-19,-174.19,PURCHASE 742243
T0001756,A00015,M031,01/03/24,"$1,916.90",PAYROLL DEP 190555
T0000265,A00087,M007,06/28/2025,$-211.77,  PURCHASE 449773  
T0001220,A00048,M021,27-Oct-2024,-61.73,PURCHASE 532144
T0002498,A00063,M031,25-Jan-2024,"$4,175.50",PAYROLL DEP 386370
T0000363,A00007,M023,2024-11-23,-59.50,PURCHASE 403936
T0000234,A00029,M029,01/17/2025,(236.75),PURCHASE 375754
T0002742,A00091,M029,11/26/24,-57.29,PURCHASE 862805
T0002464,A00055,M009,06/04/25,-398.21,PURCHASE 548140
T0002397,A00059,,06/22/24,$-240.53,PURCHASE 340201
T0001114,A00076,M026,2025-03-08,$-364.45,PURCHASE 744226
T0000354,A00006,M018,01/05/24,-409.83,PURCHASE 701596
T0001677,A00007,M025,05/04/2024,-86.64,  PURCHASE 162824  
T0002405,A00006,M017,22-Feb-2024,-272.63,PURCHASE 522833
T0000613,A00071,M010,01/17/24,-212.37,PURCHASE 469320
T0002607,A00077,M008,18-May-2024,(81.64),PURCHASE 786634
T0000076,A00033,M024,2025-03-18,-259.08,PURCHASE 888870
T0000852,A00045,M013,01/31/2025,$-293.41,PURCHASE 364255
T0001498,A00012,M027,03-Mar-2025,$-292.24,PURCHASE 968253
T0002000,A00002,M008,02/05/25,-75.42,  PURCHASE 921909  
T0002943,A00035,M016,2024-04-12, $(94.91) ,PURCHASE 108337
T0001316,A00004,M030,2024-08-09, $(399.47) ,  PURCHASE 709775  
T0003067,A00061,M015,05/21/2025,-136.28,  PURCHASE 346129  
T0003191,A00063,M024,12/14/24, -365.40 ,PURCHASE 688098
T0002458,A00071,M027,22-Sep-2024,(125.89),PURCHASE 365407
T0002715,A00022,M027,03/09/24,-295.26,PURCHASE 157822
T0000335,A00089,M031,01-Jun-2024, (383.09) ,PURCHASE 319770
T0001781,A00077,M023,2025-03-16,-143.62,PURCHASE 162467
T0000707,A00059,M031,22-Nov-2024,-62.71,  PURCHASE 703075  
T0002832,A00048,M003,27-Dec-2024,-235.26,PURCHASE 368258
T0002113,A00002,M031,2025-04-27,"3,549.08",PAYROLL DEP 602832
T0002881,A00002,M027,2024-06-02,$-52.10,PURCHASE 267971
T0001240,A00088,,,-151.52,PURCHASE 354778
T0002832,A00048,M003,27-Dec-2024,-235.26,PURCHASE 368258
T0001639,A00088,M006,2025-01-28,-51.61,  PURCHASE 535670  
T0001076,A00027,M004,21-Feb-2025, -412.33 ,PURCHASE 922163
T0000906,A00073,M025,26-May-2024,-27.61,PURCHASE 253218
T0002661,A00086,M010,12/29/24,-408.56,PURCHASE 438835
T0002112,A00078,M013,2024-10-03,-333.18,PURCHASE 120678
T0000609,A00090,M010,12/16/24,-71.61,PURCHASE 830532
T0001866,A00090,M030,2024-02-02,$-384.74,  PURCHASE 698338  
T0002874,A00020,M022,14-Mar-2025,$-315.50,PURCHASE 114355
T0002066,A00058,,03/15/2025,-290.76,  PURCHASE 140146  
T0002149,A00090,M007,05/26/25,-81.15,PURCHASE 446338
T0001488,A00007,M014,27-Jan-2024,$-53.23,PURCHASE 658939
T0001473,A00004,,14-Mar-2024,-372.90,PURCHASE 916350
T0000983,A00007,M008,08/16/24,-370.27,PURCHASE 532689
T0000941,A00046,M023,10/12/2024,-179.08,  PURCHASE 355047  
T0002250,A00028,M019,2025-01-31, $(321.09) ,PURCHASE 168264
T0002497,A00077,M006,05/30/2025,$-177.42,  PURCHASE 848428  
T0000218,A00079,M009,08/11/2024,$-79.22,PURCHASE 353814
T0000363,A00007,M023,2024-11-23,-59.50,PURCHASE 403936
T0002495,A00072,M028,14-Apr-2025,,PURCHASE 440823
T0001820,A00022,M017,12/08/24,-258.55,PURCHASE 398696
T0001327,A00083,M020,04/03/2025,-295.73,PURCHASE 877079
T0002523,A00089,M015,2024-04-22,-147.55,PURCHASE 401804
T0001104,A00067,M029,18-Jul-2024, $-388.21 ,PURCHASE 443807
T0002683,A00067,M014,31-May-2024,$-148.59,PURCHASE 700032
T0002642,A00039,M031,2024-05-19,"2,275.51",PAYROLL DEP 675807
T0002981,A00007,M029,01/26/2025,-385.54,PURCHASE 258181
T0003064,A00085,M016,12-May-2025,-25.88,PURCHASE 746972
T0002609,A00042,M016,09-Nov-2024,-185.22,PURCHASE 356569
T0002387,A00025,M028,06/10/2024,$-280.08,  PURCHASE 939535  
T0002292,A00046,M026,02/07/25,(78.57),PURCHASE 633638
T0000821,A00082,M031,07/05/24," 3,957.74 ",PAYROLL DEP 999343
T0001600,A00079,M022,22-Nov-2024,-214.24,PURCHASE 443700
T0000687,A00024,M031,01/28/25,-38.23,PURCHASE 146573
T0002392,A00038,M013,2024-11-18,-241.79,  PURCHASE 211311  
T0001255,A00010,M026,2024-08-11,-15.16,PURCHASE 510918
T0000974,A00092,M005,2024-02-22,$-377.07,PURCHASE 785173
T0002908,A00036,M012,11/06/24,-310.63,PURCHASE 921483
T0002911,A00064,M002,2024-11-19,(37.68),PURCHASE 631777
T0000888,A00082,M002,26-Apr-2025,-292.94,  PURCHASE 545135  
T0001675,A00081,M001,04/03/2024, -409.71 ,PURCHASE 989633
T0002289,A00053,M004,03/24/2024,$(142.41),PURCHASE 363312
T0002713,A00019,M007,06/06/24,-312.68,PURCHASE 493041
T0002898,A00021,M022,2025-01-25,-374.84,PURCHASE 195012
T0001263,A00010,M012,26-May-2025,-411.72,PURCHASE 807935
T0002435,A00065,M009,05/02/25,-153.64,PURCHASE 969306
T0002954,A00059,M023,09/26/2024,-211.60,PURCHASE 211037
T0002969,A00051,M002,07/16/2024,-58.36,PURCHASE 948701
T0002717,A00002,M014,07/24/24,,PURCHASE 215866
T0002539,A00051,M001,12/30/24,(223.75),PURCHASE 931265
T0000550,A00080,M006,04/11/24,(135.60),PURCHASE 678469
T0002894,A00037,M015,08/16/24,$-28.52,PURCHASE 132687
T0002947,A00004,M001,05/26/25,-80.10,PURCHASE 575156
T0002782,A00078,M023,01/05/2025,-231.01,PURCHASE 921910
T0000011,A00062,M031,05/20/25,"3,683.67",PAYROLL DEP 424314
T0001825,A00023,,02/18/24,(271.13),PURCHASE 829397
T0000244,A00018,M015,22-Dec-2024, -117.81 ,PURCHASE 410035
T0002300,A00051,M011,2025-06-20,-369.33,PURCHASE 466369
T0002370,A00066,M021,2025-04-26,$-353.52,PURCHASE 138598
T0000278,A00013,M013,2024-06-12,-21.31,PURCHASE 251631
T0002855,A00031,M003,01/19/24,-133.26,PURCHASE 442754
T0003171,A00071,M015,10-Oct-2024,$-15.64,PURCHASE 369177
T0000284,A00049,M028,10/21/24,-134.98,PURCHASE 644951
T0001103,A00010,M013,06-Feb-2025,$-84.78,PURCHASE 239563
T0001501,A00068,M009,02/08/2024, -169.90 ,PURCHASE 236104
T0000463,A00041,M009,2025-06-19,-83.00,PURCHASE 687324
T0000686,A00029,M024,2024-08-03,-343.43,PURCHASE 219787
T0001604,A00077,M031,03/06/24,$-105.23,  PURCHASE 322466  
T0002653,A00041,M018,22-May-2024,-298.95,PURCHASE 506053
T0001551,A00007,M024,12/07/2024,$(351.54),PURCHASE 142273
T0001915,A00073,M022,01-Jul-2024,-319.90,PURCHASE 555473
T0002418,A00078,M018,07-Jan-2024,-386.15,PURCHASE 518904
T0000840,A00005,M007,2024-07-09,-113.37,PURCHASE 276730
T0000682,A00034,M024,2024-01-11,$-316.82,  PURCHASE 362062  
T0000697,A00015,M001,06/02/2024,-47.30,PURCHASE 847467
T0002340,A00012,M020,03/05/24, -91.09 ,PURCHASE 910470
T0001738,A00008,M012,03/22/25,-218.15,PURCHASE 699037
T0000257,A00010,M019,2024-02-12,$-65.37,PURCHASE 567262
T0002222,A00046,M008,02/16/2025,-416.02,PURCHASE 657729
T0000252,A00048,M007,03-Sep-2024,-159.40,PURCHASE 100205
T0000289,A00079,M009,08-Mar-2024,-353.59,PURCHASE 296481
T0003105,A00082,M030,2024-11-18,-109.03,PURCHASE 139868
T0000042,A00057,M006,02/02/24,-323.66,PURCHASE 501058
T0000781,A00091,M013,2024-03-02,(348.40),  PURCHASE 561421  
T0000210,A00009,M017,,-170.03,  PURCHASE 766764  
T0002955,A00005,M010,21-Apr-2024,$(237.25),PURCHASE 179312
T0002569,A00010,M012,30-Apr-2025,-298.55,PURCHASE 299412
T0002686,A00084,M026,2024-12-31,-30.52,PURCHASE 707114
T0000657,A00055,M031,01/30/2025,-380.04,PURCHASE 438144
T0002579,A00032,M026,03/03/2024,$-52.72,PURCHASE 603428
T0001963,A00045,M031,01/29/2024,,PURCHASE 741699
T0002146,A00009,M006,01/24/2024,$-331.87,PURCHASE 530487
T0001628,A00001,M030,04/14/24,$-97.58,PURCHASE 219360
T0002238,A00085,M027,2024-08-31,-286.80,  PURCHASE 836005  
T0000630,A00046,M014,06/07/25,-125.38,PURCHASE 288643
T0002972,A00018,M031,,-406.51,PURCHASE 893213
T0003074,A00004,M006,12/06/24,$-228.02,PURCHASE 920847
T0000800,A00026,M030,03-Feb-2025, -297.61 ,PURCHASE 459338
T0001361,A00027,M005,22-Mar-2025,(134.53),PURCHASE 447902
T0000002,A00083,M016,2025-04-20,(266.43),PURCHASE 145934
T0000001,A00079,M024,03/10/2024,-277.01,PURCHASE 454992
T0003116,A00088,M011,05-May-2024,(8.30),PURCHASE 407481
T0002864,A00019,M003,2025-03-02,-384.68,PURCHASE 848639
T0003147,A00029,M013,2024-01-10,(135.95),PURCHASE 722421
T0000056,A00065,M020,, -268.93 ,PURCHASE 531319
T0002095,A00007,M025,05/04/2025,-330.64,PURCHASE 277062
T0002260,A00056,M005,29-Mar-2024,-137.39,PURCHASE 971515
T0002154,A00055,M017,05-Apr-2025,-322.82,PURCHASE 485971
T0000493,A00009,M020,03/06/24,-339.75,PURCHASE 873105
T0002741,A00047,M010,12/19/24,-101.05,  PURCHASE 468794  
T0000106,A00032,M024,2025-01-20,-131.23,  PURCHASE 249289  
T0002228,A00042,M024,06/15/25,-407.57,PURCHASE 418983
T0000955,A00001,M016,2025-03-13,$-251.23,PURCHASE 940223
T0001496,A00027,M018,01/09/24,-79.46,PURCHASE 414442
T0003007,A00028,M016,13-Jun-2024,$-99.67,PURCHASE 548744
T0002271,A00053,M013,2024-08-08,(234.62),PURCHASE 199910
